,host_response_time,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,has_availability,availability_30,availability_365,review_scores_accuracy,review_scores_cleanliness,reviews_per_month,place,south,verification_count,email_ver,jumio_ver,phone_ver,host_response_rate%,host_acceptance_rate%,days_as_host,days_since_last_rev,days_since_first_rev,minimum_nights,communication_score
74358,within an hour,f,3.0,t,f,t,0,273,5.0,5.0,0.03,Puglia,1,2,1,0,1,100,100,1036,928,928,4,5.0
63750,within a day,f,3.0,t,t,t,3,186,5.0,5.0,0.07,Puglia,1,7,1,0,1,75,87,2496,169,1671,1,5.0
74844,within an hour,f,1.0,t,t,t,30,365,3.5,5.0,0.13,Puglia,1,5,1,1,1,100,100,1122,186,971,2,4.375
80134,a few days or more,f,1.0,t,t,t,25,360,4.0,3.8,0.99,Puglia,1,3,1,0,1,43,57,2151,171,214,3,5.0
78723,within an hour,f,1.0,t,f,t,19,354,4.8,4.5,1.6,Puglia,1,2,1,0,1,100,100,532,156,249,3,4.85
60160,within an hour,t,2.0,t,t,t,0,273,5.0,4.0,0.02,Puglia,1,8,1,1,1,100,100,3156,2041,3124,3,5.0
68112,within an hour,f,3.0,t,t,t,29,179,4.69,4.54,0.24,Puglia,1,9,1,1,1,100,100,1909,1039,1660,6,4.885
60271,within an hour,f,3.0,t,t,t,24,273,4.55,4.62,3.36,Puglia,1,7,1,1,1,100,100,3091,89,3050,1,4.8
60261,within an hour,f,1.0,t,t,t,18,287,4.97,5.0,0.36,Puglia,1,5,1,1,1,100,63,3103,173,2861,2,4.97
64206,within an hour,f,3.0,t,f,t,29,364,4.67,4.67,0.18,Puglia,1,2,1,0,1,100,100,2142,200,558,3,4.835
69522,within an hour,f,4.0,t,t,t,0,0,4.88,4.89,0.02,Puglia,1,8,1,1,1,100,100,2076,1409,1409,7,4.96
72320,a few days or more,f,11.0,t,t,t,30,364,4.67,3.33,0.11,Puglia,1,2,1,0,1,0,100,1233,892,909,2,5.0
60894,within a few hours,f,2.0,t,t,t,29,269,4.79,4.83,0.3,Puglia,1,8,1,1,1,100,89,2809,209,2434,7,5.0
74835,within an hour,f,1.0,t,t,t,0,273,4.82,4.82,0.37,Puglia,1,5,1,1,1,100,100,1064,169,958,1,4.91
69744,within an hour,f,1.0,t,t,t,0,147,4.97,4.9,0.73,Puglia,1,5,1,1,1,100,100,1434,159,1335,2,4.9350000000000005
67261,within a few hours,f,1.0,t,t,t,1,1,4.87,4.87,0.44,Puglia,1,7,1,1,1,100,100,1756,124,1699,4,4.805
72692,within a few hours,t,7.0,t,t,t,29,348,5.0,5.0,1.45,Puglia,1,6,1,1,1,100,93,2141,118,1056,2,5.0
60590,a few days or more,f,2.0,t,f,t,29,364,5.0,5.0,0.02,Puglia,1,3,1,0,1,33,0,2884,2776,2808,1,5.0
60147,within a few hours,f,3.0,t,f,t,30,362,4.75,4.5,0.04,Puglia,1,3,1,0,1,100,15,3163,1659,2790,1,3.835
64515,within a few hours,f,9.0,t,t,t,0,0,4.58,4.79,0.37,Puglia,1,6,1,1,1,80,74,2345,167,1771,1,4.6850000000000005
72700,within a few hours,f,1.0,t,f,t,0,153,4.92,4.83,0.39,Puglia,1,2,1,0,1,100,100,1468,179,977,7,5.0
63821,within an hour,f,16.0,t,t,t,0,243,4.5,4.5,0.03,Puglia,1,7,1,0,1,80,73,2176,1705,2075,5,4.5
74540,within an hour,f,1.0,t,t,t,30,180,4.5,4.5,0.13,Puglia,1,4,1,0,1,100,100,1515,197,970,6,4.75
63276,within an hour,f,95.0,t,t,t,0,228,4.67,4.83,0.12,Puglia,1,8,1,1,1,100,100,3374,152,1612,3,5.0
74447,within an hour,f,1.0,t,t,t,0,0,4.67,4.33,0.1,Puglia,1,5,1,1,1,100,100,1025,562,928,1,5.0
66731,within a few hours,t,1.0,t,f,t,17,69,4.92,4.92,0.66,Puglia,1,3,1,0,1,82,75,1793,174,1739,1,4.885
60285,within an hour,f,4.0,t,t,t,0,182,5.0,5.0,0.04,Puglia,1,5,1,1,1,100,0,3076,894,894,2,5.0
63640,within an hour,t,4.0,t,t,t,0,180,4.96,4.96,2.01,Puglia,1,7,1,1,1,100,99,2202,115,2164,3,4.925
69070,within an hour,f,5.0,t,t,t,7,7,4.93,4.96,0.61,Puglia,1,6,1,1,1,100,93,2672,119,1444,3,4.925
73929,within an hour,f,1.0,t,t,t,27,362,4.83,4.67,0.21,Puglia,1,7,1,1,1,100,0,1038,563,936,6,4.75
62395,within a few hours,f,2.0,t,f,t,0,271,5.0,5.0,0.02,Puglia,1,2,1,0,1,80,19,2526,1328,1328,1,5.0
77472,within an hour,f,1.0,t,t,t,26,357,4.75,4.82,3.88,Puglia,1,7,1,1,1,100,99,669,122,619,2,4.869999999999999
79577,within an hour,f,0.0,t,t,t,0,273,5.0,5.0,0.24,Puglia,1,2,1,0,1,100,100,327,186,186,6,5.0
66996,within a day,f,1.0,t,f,t,3,127,4.33,5.0,0.11,Puglia,1,3,1,0,1,100,100,1768,194,1652,3,4.8149999999999995
64083,within an hour,t,5.0,t,t,t,30,92,5.0,5.0,0.07,Puglia,1,6,1,1,1,80,100,2145,194,944,7,4.75
77679,within an hour,f,2.0,t,f,t,0,243,5.0,5.0,0.12,Puglia,1,2,1,0,1,100,90,621,222,581,7,5.0
59925,within a day,t,4.0,t,t,t,30,364,5.0,4.83,0.07,Puglia,1,9,1,1,1,100,31,3500,196,2751,2,5.0
63837,within an hour,f,8.0,t,f,t,26,361,5.0,5.0,0.02,Puglia,1,3,1,0,1,100,100,2172,2026,2026,7,5.0
67481,within an hour,f,1.0,t,f,t,30,365,4.67,4.95,0.39,Puglia,1,3,1,0,1,100,57,1730,171,1673,1,4.925000000000001
64259,within an hour,f,1.0,t,t,t,29,363,4.94,4.84,0.47,Puglia,1,8,1,1,1,100,100,2128,108,2029,1,4.9350000000000005
76494,within a few hours,f,1.0,t,t,t,26,176,5.0,5.0,0.45,Puglia,1,5,1,1,1,100,88,816,186,791,1,4.955
64818,within an hour,t,3.0,t,t,t,0,228,4.96,4.99,1.11,Puglia,1,7,1,1,1,100,100,2082,140,2060,2,4.995
76302,within an hour,t,1.0,t,t,t,25,338,4.93,4.96,1.75,Puglia,1,7,1,1,1,100,100,862,122,851,1,4.99
66523,within an hour,f,1.0,t,t,t,30,330,5.0,5.0,0.05,Puglia,1,6,1,1,1,100,100,3814,1334,1338,3,5.0
73466,within an hour,f,1.0,t,f,t,28,268,4.29,4.43,0.41,Puglia,1,2,1,0,1,100,100,1072,200,580,3,4.715
60023,within an hour,f,3.0,t,t,t,0,39,4.93,4.89,0.59,Puglia,1,5,0,1,1,100,96,3216,123,2358,3,4.824999999999999
81412,within an hour,f,0.0,f,t,t,29,298,5.0,5.0,0.43,Puglia,1,1,0,0,1,100,71,238,193,203,7,5.0
68413,within an hour,f,1.0,t,t,t,30,90,4.83,4.93,2.08,Puglia,1,4,1,0,1,100,100,1666,157,1650,2,4.92
63083,within an hour,f,1.0,t,t,t,29,364,4.09,4.75,0.18,Puglia,1,5,1,1,1,100,0,2419,922,2051,3,4.6850000000000005
76104,within an hour,f,2.0,t,t,t,29,364,5.0,5.0,0.23,Puglia,1,4,1,1,1,100,49,3138,195,195,3,5.0
73735,within a few hours,f,14.0,t,t,t,29,179,3.8,3.8,0.17,Puglia,1,5,1,1,1,100,86,1647,564,924,5,4.1
62960,within a day,f,9.0,t,t,t,30,365,4.8,4.8,0.08,Puglia,1,6,1,1,1,100,14,2397,562,2022,2,4.9
72024,within an hour,f,1.0,t,f,t,29,364,4.86,4.57,0.23,Puglia,1,3,1,0,1,100,100,2673,207,985,4,4.93
66092,within a few hours,t,141.0,t,t,t,29,285,4.9,4.76,0.37,Puglia,1,8,1,1,1,100,93,1904,215,1773,1,4.88
81869,within an hour,f,2.0,t,t,t,25,358,4.83,4.83,1.27,Puglia,1,2,1,0,1,100,98,1334,158,204,1,4.5
63094,within a day,f,1.0,t,t,t,1,130,5.0,5.0,0.05,Puglia,1,5,1,1,1,100,100,2359,1272,1279,3,5.0
65902,within an hour,t,37.0,t,t,t,0,0,5.0,5.0,0.2,Puglia,1,6,1,0,1,100,100,2753,215,215,7,5.0
81287,within an hour,f,3.0,t,t,t,24,359,4.87,4.33,2.78,Puglia,1,2,1,0,1,97,100,257,101,224,1,4.9350000000000005
67141,within an hour,f,4.0,t,t,t,30,365,4.93,5.0,0.26,Puglia,1,9,1,1,1,100,93,2001,194,1673,6,4.93
61984,within a few hours,t,2.0,t,t,t,27,109,4.96,4.92,0.94,Puglia,1,7,1,1,1,100,100,2914,160,2412,5,4.9399999999999995
65401,within an hour,f,2.0,t,t,t,29,364,5.0,5.0,0.09,Puglia,1,6,1,1,1,100,0,2036,916,2022,3,5.0
74792,within an hour,f,4.0,t,t,t,29,364,3.0,4.5,0.07,Puglia,1,7,1,1,1,100,100,1058,929,956,4,3.0
76074,within an hour,f,0.0,t,f,t,30,365,3.0,5.0,0.22,Puglia,1,2,1,0,1,100,100,913,198,198,7,5.0
60490,within a few hours,t,4.0,t,t,t,27,341,4.35,4.18,0.26,Puglia,1,5,1,1,1,98,85,3176,184,2013,1,4.4399999999999995
70861,within a few hours,f,15.0,t,t,t,0,262,4.67,4.33,0.18,Puglia,1,5,1,1,1,80,9,1701,276,1081,1,4.915
78449,within an hour,f,2.0,t,t,t,30,365,5.0,5.0,0.18,Puglia,1,7,1,1,1,100,100,945,194,564,3,5.0
77863,within an hour,f,0.0,t,f,t,30,180,4.5,3.92,0.68,Puglia,1,2,1,0,1,100,100,850,177,589,5,4.625
66837,within an hour,f,1.0,t,t,t,30,180,4.88,4.56,0.45,Puglia,1,6,1,1,1,100,100,3015,141,1736,2,4.779999999999999
81526,within an hour,t,0.0,t,t,t,30,180,5.0,5.0,0.44,Puglia,1,2,1,0,1,100,100,286,186,198,2,5.0
64706,within an hour,f,8.0,t,t,t,0,259,5.0,5.0,0.1,Puglia,1,6,1,1,1,100,100,2092,198,964,7,4.835
60070,within a few hours,f,1.0,t,f,t,30,365,4.74,4.74,0.22,Puglia,1,3,1,0,1,100,100,3196,227,2755,2,4.89
69266,within an hour,f,6.0,t,f,t,0,142,5.0,4.0,0.02,Puglia,1,2,1,0,1,100,50,2852,1357,1357,4,5.0
70203,within an hour,t,4.0,t,f,t,14,330,5.0,4.67,0.3,Puglia,1,3,1,0,1,100,100,1400,488,1278,1,4.96
70251,within an hour,f,3.0,t,t,t,19,354,4.77,4.78,1.48,Puglia,1,8,1,1,1,100,97,2253,123,1377,3,4.84
70806,within an hour,f,2.0,t,f,t,28,58,5.0,5.0,0.07,Puglia,1,2,1,0,1,100,100,1363,557,1334,6,5.0
72179,within an hour,f,3.0,t,f,t,26,361,4.85,4.78,1.0,Puglia,1,2,1,0,1,100,100,1263,177,1257,1,4.9399999999999995
77675,within a day,f,1.0,t,t,t,5,5,5.0,5.0,0.06,Puglia,1,5,1,1,1,83,96,2325,559,559,2,5.0
81168,within an hour,f,0.0,t,t,t,30,365,5.0,5.0,0.52,Puglia,1,3,1,0,1,100,100,881,191,235,2,4.835
75990,within an hour,f,0.0,t,f,t,30,365,4.0,4.0,0.19,Puglia,1,2,1,0,1,100,100,925,199,851,2,4.1
67815,within an hour,f,2.0,t,f,t,29,364,5.0,5.0,0.04,Puglia,1,5,1,1,1,100,0,2506,939,1702,2,5.0
69935,within an hour,f,39.0,t,t,t,28,351,4.71,4.71,0.24,Puglia,1,7,1,1,1,98,93,1457,82,941,1,4.215
64102,within a day,f,3.0,t,t,t,1,272,5.0,5.0,0.13,Puglia,1,6,1,1,1,100,60,2891,503,1720,1,5.0
61009,within an hour,t,2.0,t,t,t,0,212,4.77,4.94,0.35,Puglia,1,5,1,1,1,100,91,2782,167,2749,2,4.87
73541,within an hour,f,4.0,t,t,t,30,275,4.89,4.89,0.57,Puglia,1,7,1,1,1,100,56,1067,159,536,1,5.0
80390,within an hour,f,0.0,t,t,t,30,355,5.0,5.0,0.41,Puglia,1,2,1,0,1,100,38,278,201,209,5,5.0
63200,within an hour,f,2.0,t,t,t,0,192,5.0,5.0,0.03,Puglia,1,6,1,1,1,100,0,2792,2006,2068,4,5.0
69222,within an hour,t,5.0,t,t,t,0,269,5.0,5.0,0.19,Puglia,1,6,1,1,1,100,100,2352,208,1293,5,4.9399999999999995
62674,a few days or more,f,7.0,t,f,t,0,273,4.0,5.0,0.05,Puglia,1,3,1,0,1,0,46,2458,1299,1304,2,5.0
72215,within an hour,f,1.0,t,f,t,0,0,4.67,4.67,0.1,Puglia,1,2,1,0,1,100,100,1254,806,936,4,4.67
64556,within a few hours,f,3.0,t,t,t,28,363,5.0,5.0,0.02,Puglia,1,6,1,1,1,100,100,3295,2051,2051,7,5.0
74093,within an hour,f,3.0,t,t,t,0,57,3.75,3.5,0.14,Puglia,1,6,1,1,1,100,100,2330,557,926,4,4.25
77302,within an hour,f,0.0,t,f,t,0,0,5.0,5.0,0.23,Puglia,1,2,1,0,1,100,100,2936,191,191,3,5.0
64462,within a day,f,281.0,t,t,t,0,0,3.0,2.0,0.03,Puglia,1,9,1,1,1,80,98,2246,978,978,3,4.0
81726,within an hour,f,1.0,t,t,t,30,365,2.0,3.0,0.2,Puglia,1,5,1,1,1,100,80,2544,214,214,1,2.5
69442,within an hour,f,3.0,t,f,t,22,348,3.0,5.0,0.04,Puglia,1,2,1,0,1,100,17,1476,1396,1441,1,3.0
65544,within an hour,f,9.0,t,t,t,29,364,4.89,4.71,0.75,Puglia,1,8,1,1,1,100,100,2058,531,1860,2,4.745
60145,within an hour,f,1.0,t,f,t,0,229,4.83,4.67,0.14,Puglia,1,3,1,0,1,100,100,3505,187,2757,6,4.875
60567,within an hour,f,2.0,t,t,t,30,365,4.86,4.57,0.48,Puglia,1,5,1,0,1,100,80,2928,191,2788,3,4.779999999999999
68110,within an hour,t,1.0,t,t,t,24,252,4.97,5.0,0.67,Puglia,1,8,1,1,1,100,100,1689,81,1665,3,4.97
64789,within an hour,f,3.0,t,t,t,29,179,4.08,4.77,0.24,Puglia,1,7,1,1,1,100,62,2089,185,1693,3,4.31
65155,within an hour,f,2.0,t,t,t,0,29,4.0,3.17,0.12,Puglia,1,4,1,1,1,100,100,2396,937,2041,10,3.83
64299,within an hour,t,1.0,t,t,t,27,322,4.91,4.93,1.61,Puglia,1,7,1,1,1,100,92,2190,86,2017,1,4.925000000000001
65814,within a day,f,864.0,t,t,t,0,124,4.82,4.91,0.35,Puglia,1,4,1,1,1,74,100,3051,123,1006,3,4.955
77659,within a few hours,t,3.0,t,t,t,0,305,4.92,4.92,0.73,Puglia,1,7,1,1,1,100,100,622,141,593,1,4.92
76328,within an hour,f,0.0,t,f,t,0,253,5.0,5.0,0.06,Puglia,1,2,1,0,1,100,17,856,526,526,1,5.0
75517,within an hour,f,0.0,t,f,t,0,30,4.67,5.0,0.1,Puglia,1,2,1,0,1,100,100,956,567,930,2,4.835
70029,within an hour,f,3.0,t,f,t,23,358,4.88,4.89,0.05,Puglia,1,1,0,0,1,100,0,1521,1318,1332,1,4.96
72601,within an hour,f,95.0,t,t,t,0,0,5.0,4.0,0.06,Puglia,1,8,1,1,1,100,100,3374,572,572,7,5.0
75409,within an hour,t,1.0,t,f,t,30,185,5.0,5.0,0.1,Puglia,1,2,1,0,1,100,80,1497,550,949,3,5.0
61410,within an hour,f,1.0,t,f,t,29,364,4.88,4.89,0.03,Puglia,1,2,1,0,1,100,100,2604,1149,1149,3,4.96
73707,a few days or more,t,2.0,t,t,t,0,3,4.9,5.0,0.63,Puglia,1,7,1,1,1,0,100,1689,378,1019,1,4.975
64885,within an hour,f,2.0,t,f,t,0,0,4.6,4.8,0.08,Puglia,1,3,1,0,1,100,57,2077,554,2022,4,4.875
72253,within an hour,f,2.0,t,t,t,30,365,4.38,4.29,1.27,Puglia,1,9,1,1,1,100,99,1881,157,1194,1,4.720000000000001
65573,within an hour,t,2.0,t,t,t,0,39,4.71,4.84,0.69,Puglia,1,6,1,1,1,90,98,3384,153,1713,7,4.87
73444,within an hour,f,2.0,t,t,t,0,0,5.0,5.0,0.06,Puglia,1,4,0,0,1,100,100,1073,927,1067,1,5.0
78023,within an hour,f,0.0,t,f,t,27,362,5.0,5.0,0.12,Puglia,1,2,1,0,1,100,100,616,164,566,2,5.0
67703,within a few hours,t,3.0,t,t,t,0,273,5.0,5.0,0.39,Puglia,1,8,1,1,1,100,100,1714,152,1660,2,4.95
71930,within an hour,f,1.0,t,t,t,29,352,4.57,5.0,0.41,Puglia,1,2,1,0,1,100,83,1301,140,572,1,4.785
68956,within an hour,f,2.0,t,f,t,0,0,4.89,5.0,0.2,Puglia,1,3,1,0,1,100,100,2508,215,1386,3,4.665
67215,within an hour,t,6.0,t,t,t,0,241,4.88,4.88,0.18,Puglia,1,7,1,1,1,100,95,1780,150,1402,1,4.875
61693,within an hour,f,10.0,t,t,t,27,177,4.73,4.82,1.13,Puglia,1,5,1,1,1,100,33,2535,188,2446,2,4.699999999999999
63720,within an hour,f,3.0,t,t,t,29,364,4.75,4.75,0.06,Puglia,1,6,1,1,1,100,100,2495,1333,2070,3,4.75
72753,within an hour,f,1.0,t,f,t,0,0,4.93,5.0,0.43,Puglia,1,2,1,0,1,100,67,1264,185,1049,1,5.0
63191,within an hour,t,5.0,t,t,t,27,177,4.8,4.6,0.13,Puglia,1,3,1,0,1,100,95,2477,148,1637,2,5.0
59870,within an hour,f,2.0,t,t,t,0,333,4.88,5.0,0.09,Puglia,1,7,1,1,1,100,100,3398,563,2684,1,4.88
64001,within an hour,f,2.0,t,t,t,0,59,4.83,4.9,0.43,Puglia,1,8,1,1,1,100,100,2155,158,2138,3,4.9350000000000005
66828,a few days or more,f,21.0,t,t,t,0,146,4.14,3.57,0.17,Puglia,1,5,1,1,1,0,93,2454,548,1286,7,4.355
76449,within a few hours,f,105.0,t,t,t,0,30,4.0,4.33,0.45,Puglia,1,7,1,1,1,86,96,1573,177,260,1,4.33
77256,within an hour,f,0.0,t,t,t,26,283,5.0,5.0,0.12,Puglia,1,5,1,1,1,100,100,664,247,565,4,5.0
71665,within an hour,t,4.0,t,f,t,0,29,4.86,4.97,0.7,Puglia,1,2,1,0,1,100,100,1330,146,1307,1,4.88
62876,within an hour,f,2.0,t,t,t,30,365,5.0,4.98,0.57,Puglia,1,3,1,0,1,100,100,2396,173,2383,2,4.98
74432,within an hour,f,4.0,t,t,t,28,350,4.5,4.4,0.33,Puglia,1,6,0,1,1,100,100,2008,185,964,6,4.95
78228,within a day,f,864.0,t,t,t,0,174,4.33,4.67,0.49,Puglia,1,4,1,1,1,74,100,3051,201,247,1,4.835
73327,within an hour,f,2.0,t,t,t,0,0,5.0,4.8,0.17,Puglia,1,5,1,1,1,100,100,1974,201,933,7,5.0
81807,within an hour,t,12.0,t,t,t,30,365,4.0,4.0,0.43,Puglia,1,5,1,1,1,100,100,1083,190,203,5,5.0
82019,within an hour,f,11.0,t,t,t,29,179,4.5,5.0,0.65,Puglia,1,5,1,1,1,100,99,1057,150,155,1,4.75
78866,within a day,f,864.0,t,t,t,0,183,3.0,1.5,0.38,Puglia,1,4,1,1,1,74,100,3051,187,222,1,3.75
63611,within an hour,f,1.0,t,t,t,0,254,4.95,4.81,0.31,Puglia,1,5,1,0,1,100,100,2208,194,2075,4,4.855
75312,within an hour,t,7.0,t,t,t,28,355,4.85,4.95,0.67,Puglia,1,5,1,1,1,100,100,1340,550,956,1,4.95
64639,within an hour,f,1.0,t,t,t,29,361,4.61,4.71,0.81,Puglia,1,3,1,0,1,100,63,2095,130,2023,2,4.65
71432,within an hour,f,1.0,t,f,t,30,329,4.5,4.5,0.07,Puglia,1,3,1,0,1,100,100,1763,827,1278,3,5.0
61694,within an hour,f,1.0,t,t,t,0,92,4.8,4.53,0.28,Puglia,1,7,1,1,1,100,100,2535,917,1657,2,4.9
63503,within a day,f,5.0,t,t,t,30,365,4.0,4.38,0.15,Puglia,1,3,1,0,1,100,35,2519,188,1654,3,3.94
77112,within an hour,f,14.0,t,t,t,0,0,3.0,3.0,0.17,Puglia,1,7,1,1,1,100,100,751,236,236,1,1.5
76117,within a few hours,f,0.0,t,t,t,26,177,5.0,4.67,1.22,Puglia,1,2,1,0,1,100,100,905,67,136,2,5.0
79469,within an hour,f,6.0,t,t,t,24,350,4.4,5.0,0.9,Puglia,1,6,1,1,1,100,100,3123,141,228,1,4.9
60217,within a few hours,f,4.0,t,t,t,30,365,5.0,5.0,0.01,Puglia,1,3,1,0,1,100,0,3128,3092,3092,1,5.0
63603,within an hour,f,1.0,t,t,t,8,193,4.72,4.83,0.27,Puglia,1,5,1,1,1,100,100,2209,136,2069,5,4.970000000000001
69463,within an hour,f,2.0,t,t,t,30,365,5.0,5.0,0.28,Puglia,1,5,1,1,1,100,100,1935,176,1359,5,5.0
74870,within an hour,t,2.0,t,t,t,24,24,4.95,5.0,1.87,Puglia,1,5,1,1,1,100,100,1708,109,960,1,4.970000000000001
61671,within an hour,f,4.0,t,f,t,0,274,4.88,4.89,0.01,Puglia,1,3,1,0,1,100,58,2538,2521,2521,1,4.96
76882,within an hour,f,1.0,t,t,t,28,268,4.0,4.0,0.06,Puglia,1,7,1,1,1,100,100,852,560,560,7,5.0
69260,within a day,f,8.0,t,f,t,0,29,5.0,5.0,0.03,Puglia,1,5,1,1,1,100,33,1493,928,928,3,5.0
74615,within a few hours,f,1.0,t,t,t,26,266,5.0,4.92,0.44,Puglia,1,6,0,1,1,100,75,1002,194,954,2,5.0
80720,within an hour,f,0.0,t,t,t,30,365,3.0,5.0,0.23,Puglia,1,6,1,1,1,100,100,2785,194,194,2,5.0
80994,within an hour,t,0.0,t,f,t,24,359,5.0,5.0,0.84,Puglia,1,2,1,0,1,100,93,1322,194,205,1,5.0
75884,within an hour,f,17.0,t,t,t,30,365,5.0,5.0,0.04,Puglia,1,8,1,1,1,92,11,3843,789,789,1,5.0
75454,within a few hours,f,96.0,t,t,t,0,183,4.2,4.2,0.18,Puglia,1,2,1,0,1,100,100,1510,166,906,1,4.8
79828,within an hour,f,1.0,t,f,t,26,359,4.68,4.82,2.97,Puglia,1,2,1,0,1,100,100,307,75,284,1,4.68
72621,within an hour,t,2.0,t,t,t,0,182,5.0,5.0,1.53,Puglia,1,5,1,1,1,100,100,1318,146,1062,3,5.0
67337,within a few hours,f,99.0,t,t,t,0,0,5.0,5.0,0.25,Puglia,1,9,1,1,1,83,97,3459,184,184,2,5.0
63004,within a day,f,1.0,t,t,t,30,365,4.17,4.83,0.1,Puglia,1,6,1,1,1,100,60,2421,215,2105,6,4.835
75432,within an hour,t,3.0,t,t,t,30,180,4.97,5.0,0.99,Puglia,1,8,1,1,1,100,100,1170,150,945,3,4.949999999999999
75016,within an hour,t,1.0,t,t,t,27,356,5.0,4.97,1.27,Puglia,1,4,0,1,1,100,100,983,104,937,1,5.0
79609,within an hour,f,0.0,t,f,t,30,365,5.0,5.0,0.58,Puglia,1,2,1,0,1,100,100,324,187,218,5,5.0
73763,within an hour,f,39.0,t,t,t,27,351,5.0,5.0,0.11,Puglia,1,7,1,1,1,98,93,1457,189,633,2,4.75
61466,within an hour,f,10.0,t,t,t,23,358,4.64,4.86,0.19,Puglia,1,6,1,1,1,90,94,2957,195,2391,2,4.859999999999999
60166,within an hour,f,2.0,t,f,t,30,365,5.0,5.0,0.03,Puglia,1,3,1,0,1,100,0,3209,2237,3119,5,5.0
68240,within a day,f,1.0,t,f,t,19,346,4.96,5.0,0.45,Puglia,1,6,1,1,1,100,90,1695,186,1586,4,4.98
64775,within a day,t,1.0,t,f,t,22,172,5.0,4.93,0.9,Puglia,1,3,1,0,1,75,100,2085,122,2025,3,4.965
69077,within an hour,f,0.0,t,f,t,28,178,5.0,5.0,0.05,Puglia,1,2,1,0,1,100,100,1920,1313,1389,7,5.0
68714,within an hour,t,5.0,t,t,t,30,181,5.0,5.0,0.03,Puglia,1,5,1,1,1,100,100,1611,1220,1220,5,5.0
81390,within an hour,f,9.0,t,t,t,21,177,5.0,5.0,0.39,Puglia,1,9,1,1,1,100,100,3257,202,215,1,5.0
66786,within a day,f,4.0,t,t,t,30,365,5.0,5.0,0.06,Puglia,1,6,1,1,1,100,24,2421,1294,1650,1,5.0
70778,within an hour,f,2.0,t,t,t,29,179,5.0,4.75,0.1,Puglia,1,5,1,1,1,100,100,1596,201,1294,6,5.0
74227,within an hour,t,4.0,t,t,t,28,363,5.0,5.0,0.03,Puglia,1,9,1,1,1,100,100,2480,926,926,2,5.0
74800,within an hour,f,2.0,t,t,t,0,90,5.0,5.0,0.03,Puglia,1,7,1,1,1,100,100,2162,964,964,3,5.0
81341,within an hour,f,749.0,t,t,t,30,365,4.5,5.0,0.38,Puglia,1,9,1,1,1,98,97,2914,199,218,1,4.75
78911,within an hour,f,4.0,t,f,t,29,364,4.0,3.0,0.26,Puglia,1,2,1,0,1,100,70,1021,176,176,1,2.0
63893,within a day,f,864.0,t,t,t,0,213,5.0,4.0,0.07,Puglia,1,4,1,1,1,74,100,3051,208,975,3,5.0
67470,within an hour,t,3.0,t,t,t,0,260,4.77,4.65,0.58,Puglia,1,6,1,1,1,100,100,1731,163,1657,7,4.955
62426,within an hour,t,5.0,t,t,t,0,198,4.92,4.85,0.33,Puglia,1,8,1,1,1,100,100,2452,180,2407,2,4.96
71035,within a day,f,1.0,t,t,t,0,324,5.0,5.0,0.03,Puglia,1,5,1,1,1,50,50,1352,939,939,7,5.0
66949,within a day,f,98.0,t,t,t,20,355,4.0,5.0,0.02,Puglia,1,8,1,1,1,90,100,1903,1321,1321,1,5.0
74893,within an hour,f,4.0,t,f,t,30,243,5.0,5.0,0.1,Puglia,1,2,1,0,1,100,100,989,191,977,4,5.0
79677,within an hour,f,0.0,t,t,t,11,132,4.6,4.8,0.7,Puglia,1,1,0,0,1,100,98,320,210,276,2,4.9
79670,within an hour,f,14.0,t,t,t,0,168,5.0,5.0,0.29,Puglia,1,7,1,1,1,100,62,1137,166,166,1,5.0
79956,within an hour,f,0.0,t,f,t,0,88,5.0,5.0,0.67,Puglia,1,2,1,0,1,100,100,298,188,240,2,5.0
62539,within an hour,f,1.0,t,t,t,30,365,4.6,4.38,0.21,Puglia,1,7,1,0,1,100,100,2435,165,2377,3,4.8
77178,within an hour,f,0.0,t,t,t,11,346,4.88,5.0,0.49,Puglia,1,4,1,1,1,100,100,2868,194,554,1,4.875
66845,within an hour,t,2.0,t,t,t,0,194,4.96,4.97,1.22,Puglia,1,8,1,1,1,100,100,1779,122,1759,3,4.965
64887,within a few hours,f,6.0,t,t,t,30,365,4.53,4.71,0.51,Puglia,1,6,1,1,1,100,85,2200,180,2044,4,4.705
75308,within an hour,f,2.0,t,t,t,30,180,5.0,5.0,0.07,Puglia,1,6,1,1,1,100,20,2912,570,930,2,5.0
64690,within an hour,f,2.0,t,t,t,29,364,5.0,5.0,0.06,Puglia,1,5,1,1,1,100,0,2408,566,566,1,5.0
75966,within a few hours,f,0.0,t,f,t,27,362,4.0,5.0,0.22,Puglia,1,3,1,0,1,100,100,928,201,201,3,5.0
67624,a few days or more,f,1.0,t,f,t,29,257,5.0,5.0,0.07,Puglia,1,2,0,0,1,0,0,1833,582,950,6,5.0
80115,within an hour,t,0.0,t,t,t,24,349,4.92,4.92,5.0,Puglia,1,1,0,0,1,100,100,293,66,284,1,4.905
75366,within an hour,f,1.0,t,t,t,30,365,5.0,5.0,0.11,Puglia,1,5,1,0,1,100,100,1003,548,872,7,5.0
77998,within an hour,t,0.0,t,t,t,19,342,4.95,4.86,1.29,Puglia,1,5,1,1,1,100,100,1287,85,573,1,4.91
69095,within an hour,f,5.0,t,t,t,0,179,4.5,4.5,0.11,Puglia,1,5,1,1,1,100,85,1506,563,584,5,5.0
