,host_response_time,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,has_availability,availability_30,availability_365,review_scores_accuracy,review_scores_cleanliness,reviews_per_month,place,south,verification_count,email_ver,jumio_ver,phone_ver,host_response_rate%,host_acceptance_rate%,days_as_host,days_since_last_rev,days_since_first_rev,minimum_nights,communication_score
13005,within an hour,f,1.0,t,t,t,5,107,5.0,4.5,0.48,Toscana,0,1,0,0,1,100,100,204,193,200,1,5.0
6769,within an hour,f,35.0,t,t,t,14,321,4.81,4.87,1.42,Toscana,0,6,1,1,1,100,98,2591,85,2340,3,4.745
6048,within an hour,f,4.0,t,t,t,0,0,4.87,4.92,5.62,Toscana,0,8,1,1,1,100,100,2684,161,2206,3,4.875
8729,within an hour,t,27.0,t,t,t,14,263,4.81,4.72,3.11,Toscana,0,6,1,1,1,100,100,2174,93,1698,1,4.845000000000001
5320,within an hour,f,16.0,t,t,t,1,336,5.0,4.64,0.21,Toscana,0,7,1,1,1,100,93,3653,108,2095,2,4.645
7809,within an hour,f,23.0,t,t,t,12,233,4.74,4.73,1.99,Toscana,0,4,1,0,1,97,100,2013,116,1985,2,4.91
9642,within a day,f,3.0,t,t,t,0,15,4.95,4.95,1.99,Toscana,0,7,1,1,1,100,67,1410,782,1399,2,4.975
9249,within an hour,f,0.0,t,f,t,9,299,4.0,5.0,0.03,Toscana,0,2,1,0,1,100,100,288,990,990,1,3.5
9191,within a few hours,f,1.0,t,t,t,26,86,4.91,4.91,0.25,Toscana,0,8,1,1,1,100,100,2457,122,1400,2,4.82
9764,within an hour,t,2.0,t,t,t,15,98,5.0,4.88,0.58,Toscana,0,5,1,0,1,100,0,1789,929,1360,3,4.98
9990,within a day,t,1.0,t,t,t,0,1,4.98,4.98,1.04,Toscana,0,6,1,1,1,100,100,1328,659,1316,3,5.0
7898,within an hour,t,6.0,t,t,t,3,68,4.6,4.36,0.41,Toscana,0,8,1,1,1,100,97,1973,196,1886,3,4.76
7310,within an hour,t,3.0,t,t,t,14,173,4.89,4.89,0.13,Toscana,0,7,1,1,1,100,79,3182,187,2110,4,5.0
12914,within an hour,t,9.0,t,t,t,18,347,5.0,5.0,0.7,Toscana,0,5,1,1,1,100,99,3686,123,204,2,4.665
12848,within an hour,f,278.0,t,t,t,22,200,4.83,4.83,1.29,Toscana,0,8,1,1,1,99,100,1989,95,215,2,4.5
6260,within an hour,f,189.0,t,t,t,0,0,4.4,4.4,0.06,Toscana,0,6,1,1,1,100,100,3395,1404,2467,3,4.4
7807,within a few hours,f,7.0,t,t,t,5,65,4.48,4.27,2.26,Toscana,0,6,1,1,1,76,64,2331,128,1990,1,4.52
9069,a few days or more,t,3.0,t,t,t,0,0,4.93,4.93,0.75,Toscana,0,6,1,1,1,0,0,2342,727,1148,15,4.965
7100,within a few hours,t,2.0,t,t,t,0,0,4.91,4.89,2.08,Toscana,0,6,1,1,1,100,100,2230,781,2220,4,4.965
11223,within an hour,f,64.0,t,t,t,0,170,4.79,5.0,0.47,Toscana,0,6,1,1,1,100,99,2094,195,973,1,4.535
7527,within an hour,t,6.0,t,t,t,0,221,4.67,4.67,0.11,Toscana,0,2,0,0,1,90,100,2696,87,1904,1,4.915
8586,a few days or more,f,1.0,t,t,f,0,0,4.25,3.88,0.16,Toscana,0,8,1,1,1,0,0,1740,1435,1733,1,4.255
11352,within an hour,f,1.0,t,t,t,0,0,5.0,4.5,0.2,Toscana,0,5,1,1,1,100,100,1811,839,959,2,4.75
12857,within an hour,t,22.0,t,t,t,28,285,5.0,5.0,1.14,Toscana,0,7,1,1,1,100,100,2834,126,207,2,5.0
10665,within an hour,t,2.0,t,t,t,8,282,4.97,4.91,4.72,Toscana,0,7,1,0,1,100,100,1396,81,1047,1,4.91
8697,within an hour,f,1.0,t,t,t,0,0,4.88,4.89,1.26,Toscana,0,8,1,1,1,100,100,2702,764,1693,2,4.705
8708,within an hour,t,7.0,t,t,t,0,129,4.89,4.89,0.87,Toscana,0,7,1,1,1,100,100,3275,166,1688,3,4.905
11310,within a day,f,28.0,t,t,t,0,17,5.0,4.67,0.1,Toscana,0,6,1,0,1,73,44,2269,739,965,2,5.0
9645,within an hour,f,16.0,t,t,t,29,319,4.55,4.71,0.86,Toscana,0,6,1,1,1,100,99,2421,159,1403,2,4.83
9801,within an hour,f,1.0,t,f,t,0,0,4.75,4.94,0.38,Toscana,0,2,1,0,1,100,100,1373,1227,1340,3,4.25
12663,within an hour,f,76.0,t,t,t,26,342,4.07,3.93,2.61,Toscana,0,7,1,1,1,94,100,2590,100,236,1,4.605
10245,within an hour,f,64.0,t,t,t,10,322,4.87,4.83,1.23,Toscana,0,6,1,1,1,100,99,2094,103,1226,1,4.705
13242,within an hour,f,0.0,t,t,t,21,356,5.0,5.0,1.0,Toscana,0,8,1,1,1,100,94,2942,82,82,2,5.0
10374,within an hour,f,56.0,t,t,t,0,0,4.76,4.75,1.51,Toscana,0,3,1,0,1,100,97,3830,545,1088,2,4.859999999999999
9901,within an hour,f,5.0,t,t,t,11,154,5.0,5.0,0.21,Toscana,0,1,1,0,0,100,100,1380,130,1069,3,5.0
12322,within an hour,t,3.0,t,t,t,12,184,5.0,4.95,6.33,Toscana,0,6,1,1,1,100,100,2513,81,165,2,4.975
12611,within an hour,f,0.0,t,t,t,0,121,5.0,5.0,0.23,Toscana,0,2,1,0,1,100,100,290,205,205,2,4.5
7177,within an hour,f,1.0,t,t,t,15,75,4.93,4.89,1.56,Toscana,0,7,1,1,1,100,100,2300,523,2058,1,4.925000000000001
9155,within an hour,f,40.0,t,t,t,8,241,4.68,4.69,1.65,Toscana,0,8,1,1,1,97,100,2387,92,1496,1,4.529999999999999
5337,within an hour,t,6.0,t,t,t,0,116,4.92,4.95,0.61,Toscana,0,7,1,1,1,100,100,3204,215,3154,1,4.949999999999999
8538,within an hour,t,1.0,t,t,t,6,265,4.95,4.93,5.99,Toscana,0,8,1,1,1,100,100,1753,79,1742,2,4.985
11614,within an hour,t,5.0,t,t,t,0,0,4.94,4.92,1.36,Toscana,0,6,1,1,1,100,100,2522,728,872,2,4.945
5715,within an hour,f,2.0,t,t,t,0,1,4.5,5.0,0.04,Toscana,0,8,1,1,1,80,100,3019,384,1675,2,5.0
11662,within an hour,t,4.0,t,t,t,22,357,5.0,5.0,0.67,Toscana,0,5,1,1,1,100,96,1242,160,791,1,5.0
13038,within an hour,f,0.0,t,t,t,23,231,4.92,5.0,3.53,Toscana,0,3,1,0,1,100,100,192,97,177,4,5.0
12159,within an hour,f,0.0,t,t,t,11,11,4.82,4.86,1.34,Toscana,0,2,1,0,1,100,79,1913,94,567,4,4.93
8499,within an hour,t,1.0,t,t,t,18,243,5.0,4.99,2.81,Toscana,0,8,1,1,1,100,100,1763,81,1739,2,5.0
11618,within an hour,f,243.0,t,t,t,0,169,5.0,5.0,0.05,Toscana,0,8,1,1,1,97,99,2662,725,725,1,5.0
7718,within an hour,t,19.0,t,t,t,8,336,4.75,4.9,1.92,Toscana,0,7,1,1,1,100,100,3913,132,2029,1,4.744999999999999
6581,within a day,f,1.0,t,f,t,23,358,4.88,4.89,0.02,Toscana,0,4,1,0,1,50,60,3217,1729,1729,2,4.96
6810,within an hour,f,1.0,t,f,t,6,341,4.79,4.64,0.19,Toscana,0,3,1,0,1,100,100,2354,1004,2237,2,4.75
5932,within a day,f,8.0,t,t,t,20,355,4.67,4.67,0.04,Toscana,0,9,1,1,1,100,57,3478,208,2088,1,4.665
7507,within an hour,f,2.0,t,t,t,1,3,4.95,4.95,0.59,Toscana,0,8,1,1,1,100,100,2104,769,2056,20,4.984999999999999
10968,within an hour,t,27.0,t,t,t,14,310,4.81,4.72,1.48,Toscana,0,6,1,1,1,100,100,2174,83,1027,1,4.9
9154,within an hour,f,40.0,t,t,t,12,313,4.63,4.79,1.16,Toscana,0,8,1,1,1,97,100,2387,93,1522,1,4.52
8120,within an hour,f,23.0,t,t,t,30,365,4.58,4.46,1.41,Toscana,0,4,1,0,1,97,100,2013,129,1837,2,4.775
9164,within an hour,f,2.0,t,t,t,16,247,4.49,4.61,1.7,Toscana,0,6,1,1,1,90,96,3102,151,1522,2,4.5649999999999995
13203,within an hour,f,3.0,t,t,t,1,1,5.0,4.71,4.88,Toscana,0,6,1,1,1,100,100,2030,81,118,1,4.93
8519,within a few hours,f,1.0,t,t,t,0,57,5.0,4.86,0.25,Toscana,0,7,1,1,1,100,88,1954,165,914,7,5.0
8605,within an hour,t,2.0,t,t,t,0,87,4.92,4.94,2.63,Toscana,0,8,1,1,1,100,100,1998,508,1695,2,4.96
5826,within an hour,f,1.0,t,t,t,0,0,4.85,4.63,0.35,Toscana,0,6,1,1,1,100,100,2810,1061,2456,1,4.89
8464,within an hour,t,2.0,t,t,t,25,357,4.97,4.93,3.64,Toscana,0,5,1,1,1,100,94,3052,81,1750,2,4.96
11142,within an hour,t,4.0,t,f,t,0,0,4.97,5.0,0.97,Toscana,0,5,1,1,1,100,100,1440,733,973,1,4.984999999999999
11996,within an hour,f,1.0,t,t,t,17,167,4.83,5.0,1.88,Toscana,0,5,1,1,1,100,100,790,84,171,2,4.915
9453,within a few hours,f,6.0,t,t,t,23,339,4.86,4.86,0.5,Toscana,0,6,1,1,1,80,85,2370,97,1405,2,4.390000000000001
11063,within an hour,f,17.0,t,t,t,15,347,4.58,4.44,4.27,Toscana,0,5,1,1,1,100,100,2521,91,1017,1,4.6899999999999995
10986,within an hour,t,19.0,t,t,t,18,329,4.97,5.0,0.99,Toscana,0,7,1,1,1,100,100,3913,95,1040,1,4.925
12965,within an hour,f,0.0,t,t,t,6,30,4.89,4.82,8.64,Toscana,0,6,1,1,1,100,100,2369,83,207,2,4.805
9994,within an hour,f,278.0,t,t,t,7,168,4.7,4.64,1.79,Toscana,0,8,1,1,1,99,100,1989,93,1301,2,4.76
11635,within a day,t,0.0,t,f,t,2,31,4.97,5.0,1.54,Toscana,0,3,1,0,1,100,88,2885,80,794,1,4.975
11348,within an hour,f,1.0,t,f,t,0,0,2.5,2.5,0.07,Toscana,0,3,1,0,1,100,100,2381,961,966,2,3.5
10016,within a few hours,t,1.0,t,f,t,17,350,5.0,5.0,0.84,Toscana,0,1,0,0,1,100,100,2041,122,1254,3,4.984999999999999
5377,within an hour,f,1.0,t,f,t,1,335,5.0,4.67,0.03,Toscana,0,3,1,0,1,100,100,3167,977,2980,3,4.67
7414,within an hour,f,3.0,t,t,t,26,101,4.72,4.66,1.45,Toscana,0,8,1,1,1,100,100,2234,798,2062,2,4.8100000000000005
7842,within an hour,f,1.0,t,t,t,0,1,4.81,4.59,1.1,Toscana,0,8,1,1,1,100,100,2029,772,1949,3,4.9
6719,within an hour,f,4.0,t,t,t,0,319,4.8,4.74,1.56,Toscana,0,8,1,1,1,100,100,2567,183,2362,3,4.91
7704,within an hour,f,4.0,t,t,t,11,346,4.77,4.67,0.89,Toscana,0,5,0,1,1,100,100,2043,985,2032,3,4.904999999999999
9830,within a few hours,f,4.0,t,t,t,27,87,4.75,4.3,0.47,Toscana,0,5,1,1,1,90,71,1369,791,1355,2,4.675000000000001
9133,within a few hours,f,1.0,t,t,t,14,164,5.0,5.0,0.65,Toscana,0,5,1,1,1,100,100,1636,121,121,7,5.0
12513,within a few hours,t,10.0,t,t,t,24,285,4.92,4.83,1.94,Toscana,0,8,1,1,1,100,100,1619,137,261,5,5.0
9056,within a few hours,f,16.0,t,t,t,26,361,4.67,5.0,0.06,Toscana,0,8,1,1,1,100,73,2377,1194,1503,1,5.0
9223,within an hour,t,7.0,t,t,t,24,94,5.0,4.97,2.99,Toscana,0,5,1,1,1,100,100,2024,99,1522,1,5.0
12018,within a few hours,f,0.0,t,t,t,0,230,5.0,5.0,0.11,Toscana,0,5,1,1,1,100,0,914,494,608,1,5.0
11196,within an hour,t,2.0,t,t,t,26,176,4.86,4.94,1.61,Toscana,0,5,1,1,1,100,100,1004,105,990,1,4.970000000000001
8993,within a day,f,6.0,t,f,t,29,364,5.0,5.0,0.02,Toscana,0,2,1,0,1,92,81,1605,1433,1433,1,5.0
7431,within an hour,f,189.0,t,t,t,0,0,5.0,5.0,0.03,Toscana,0,6,1,1,1,100,100,3395,2024,2110,3,4.75
9408,within a few hours,f,3.0,t,t,t,24,264,4.79,4.69,0.64,Toscana,0,8,1,1,1,100,80,1707,200,1431,1,4.9350000000000005
11746,within a few hours,f,0.0,t,t,t,0,0,4.0,4.0,0.16,Toscana,0,7,1,1,1,100,100,855,598,809,1,4.0
8442,within an hour,t,4.0,t,t,t,15,344,4.92,4.9,5.49,Toscana,0,6,1,1,1,100,98,2924,96,1758,1,4.965
9162,within an hour,f,2.0,t,t,t,0,169,5.0,4.83,0.27,Toscana,0,7,1,1,1,100,100,1680,950,1391,5,5.0
7603,within an hour,t,19.0,t,t,t,10,290,4.77,4.81,0.97,Toscana,0,7,1,1,1,100,100,3913,561,2002,1,4.73
7254,within an hour,f,1.0,t,f,t,13,348,4.88,4.82,0.29,Toscana,0,3,1,0,1,100,50,2200,143,1968,2,4.970000000000001
6620,within a day,f,4.0,t,t,t,0,77,4.88,4.94,0.3,Toscana,0,7,0,1,1,100,33,2438,788,1792,2,5.0
5223,within an hour,f,3.0,t,f,t,0,0,4.0,4.0,0.03,Toscana,0,4,1,0,1,100,100,3324,965,965,15,4.5
12539,within an hour,f,1.0,t,t,t,3,19,4.75,4.5,1.15,Toscana,0,6,1,0,1,100,100,2152,196,283,30,4.8149999999999995
9383,within an hour,f,1.0,t,t,t,4,10,4.75,4.63,0.2,Toscana,0,8,1,1,1,100,100,1474,124,1446,2,4.8149999999999995
12642,within an hour,f,16.0,t,t,t,22,312,4.67,5.0,0.58,Toscana,0,6,1,1,1,100,99,2421,174,231,1,4.835
11993,within an hour,t,3.0,t,t,t,9,231,4.9,4.82,4.74,Toscana,0,2,1,0,1,98,100,781,87,746,1,4.915
5923,within an hour,f,1.0,t,f,t,0,0,4.47,4.65,3.45,Toscana,0,3,1,0,1,100,100,2757,508,2616,2,4.665
11902,within an hour,f,2.0,t,t,t,0,0,5.0,5.0,0.04,Toscana,0,8,1,1,1,100,100,2104,766,766,2,5.0
8229,within an hour,f,1.0,t,f,t,0,0,4.53,4.52,0.57,Toscana,0,3,1,0,1,100,100,2354,1509,1772,2,4.734999999999999
7505,within an hour,t,2.0,t,f,t,16,302,5.0,5.0,0.64,Toscana,0,3,1,0,1,100,100,2229,124,2075,2,5.0
11297,within an hour,f,1.0,t,t,t,6,156,4.73,4.85,0.87,Toscana,0,7,1,1,1,100,0,1065,725,967,2,4.92
5652,within a few hours,t,10.0,t,t,t,16,241,4.67,4.67,0.1,Toscana,0,9,1,1,1,100,93,3345,362,2657,2,4.11
7092,within an hour,f,4.0,t,t,t,0,0,4.9,4.95,5.35,Toscana,0,8,1,1,1,100,100,2684,92,2205,7,4.88
9311,within an hour,f,1.0,t,t,t,19,345,4.98,4.98,2.87,Toscana,0,5,1,1,1,100,100,1500,102,1467,2,4.970000000000001
9766,within an hour,t,14.0,t,t,t,14,297,4.83,4.66,5.36,Toscana,0,8,1,1,1,100,100,3908,86,1368,1,4.925000000000001
11688,within an hour,f,4.0,t,t,t,5,5,4.67,4.82,1.42,Toscana,0,2,1,0,1,100,99,940,98,772,1,4.85
5220,within an hour,f,1.0,t,t,t,10,265,4.94,4.75,0.16,Toscana,0,8,1,1,1,100,100,3293,1228,3216,3,4.875
8524,within an hour,f,1.0,t,f,t,0,0,4.71,4.58,0.84,Toscana,0,3,1,0,1,100,100,1757,129,1719,2,4.845000000000001
11854,within an hour,f,1.0,t,t,t,0,0,5.0,5.0,0.04,Toscana,0,6,1,1,1,100,100,2219,795,795,2,5.0
12274,within an hour,f,1.0,t,t,t,10,333,5.0,5.0,0.2,Toscana,0,1,1,0,0,100,0,1733,444,516,1,4.835
6157,within a day,f,3.0,t,t,t,30,90,4.63,4.75,2.92,Toscana,0,5,1,1,1,75,0,2654,925,2604,1,4.745
11600,within an hour,t,2.0,t,t,t,6,309,4.92,4.79,1.97,Toscana,0,6,1,1,1,100,99,1577,95,881,2,4.95
6378,within an hour,f,1.0,t,t,t,0,0,3.0,4.0,0.01,Toscana,0,5,1,1,1,100,100,2849,2435,2435,1,4.0
11567,within a few hours,f,19.0,t,t,t,26,266,4.68,4.76,1.38,Toscana,0,7,1,1,1,100,50,2004,81,878,2,4.88
7196,within an hour,f,2.0,t,f,t,0,0,5.0,4.76,0.26,Toscana,0,3,1,0,1,100,50,2838,215,2125,6,4.9399999999999995
10057,within an hour,f,16.0,t,t,t,25,315,4.38,4.38,0.6,Toscana,0,6,1,1,1,100,99,2421,116,1270,2,4.73
9347,within an hour,t,11.0,t,t,t,15,268,5.0,5.0,0.04,Toscana,0,8,1,1,1,100,100,3245,926,926,3,5.0
5113,within a day,t,3.0,t,t,t,0,76,4.94,4.96,2.67,Toscana,0,5,1,1,1,100,33,3460,784,3424,3,4.975
5486,within an hour,f,189.0,t,t,t,20,221,4.57,4.79,0.17,Toscana,0,6,1,1,1,100,100,3395,1352,2476,3,4.64
5487,within an hour,t,4.0,t,t,t,20,24,4.9,4.92,0.74,Toscana,0,7,1,1,1,100,100,3053,190,2981,1,4.98
5532,within an hour,t,1.0,t,t,t,16,329,4.89,4.71,0.92,Toscana,0,9,1,1,1,100,100,3117,129,2824,2,4.859999999999999
5750,within an hour,t,2.0,t,t,t,19,354,4.83,4.79,1.58,Toscana,0,5,1,1,1,100,100,2892,119,2820,2,4.905
12903,within an hour,f,3.0,t,t,t,20,355,4.89,4.83,3.88,Toscana,0,6,1,1,1,90,80,3988,137,214,3,4.86
5313,within an hour,t,14.0,t,t,t,9,226,4.85,4.87,2.57,Toscana,0,5,1,1,1,100,100,3268,90,3168,2,4.835
12704,within an hour,f,243.0,t,t,t,21,317,4.2,4.5,1.96,Toscana,0,8,1,1,1,97,99,2662,94,228,1,4.05
9611,within an hour,t,2.0,t,t,t,24,264,4.9,4.98,1.76,Toscana,0,5,1,1,1,100,95,1510,130,1403,2,4.92
7365,within an hour,f,6.0,t,t,t,15,165,4.84,4.86,4.26,Toscana,0,8,1,1,1,95,96,2588,86,2129,1,4.89
9444,within an hour,f,5.0,t,t,t,9,97,4.65,4.15,3.64,Toscana,0,5,1,1,1,100,100,2797,80,1410,1,4.695
5419,within an hour,f,38.0,t,t,t,0,318,4.62,4.49,0.49,Toscana,0,9,1,1,1,90,98,4055,170,2873,2,4.24
10820,within an hour,f,76.0,t,t,t,22,341,4.32,4.34,1.41,Toscana,0,7,1,1,1,94,100,2590,82,1014,1,4.3149999999999995
12263,within an hour,t,0.0,t,t,t,16,87,4.96,5.0,4.13,Toscana,0,7,1,1,1,97,100,559,97,242,1,4.890000000000001
12088,within a few hours,f,1.0,t,f,t,0,291,4.5,4.5,0.11,Toscana,0,2,1,0,1,100,100,2186,580,611,2,4.75
8819,within an hour,f,16.0,t,t,t,0,0,4.56,4.47,0.61,Toscana,0,6,1,1,1,100,99,2421,881,1645,2,4.744999999999999
5009,within a day,f,4.0,t,t,t,0,0,4.75,4.5,0.04,Toscana,0,6,1,0,1,100,79,3664,2052,2904,3,4.75
13059,within an hour,f,0.0,t,t,t,28,363,5.0,5.0,0.31,Toscana,0,3,1,0,1,100,63,2426,172,172,1,5.0
6393,within an hour,f,2.0,t,f,t,0,260,4.74,4.85,0.48,Toscana,0,6,1,1,1,100,100,2519,990,2495,2,4.9350000000000005
10842,within an hour,f,55.0,t,t,t,0,0,3.25,4.25,0.13,Toscana,0,8,1,1,1,100,99,1621,732,1025,2,4.5
13136,within an hour,f,0.0,t,t,t,8,279,5.0,5.0,1.28,Toscana,0,1,0,0,1,100,100,1515,90,122,6,5.0
12069,within an hour,f,32.0,t,t,t,29,364,4.2,3.6,0.97,Toscana,0,8,1,0,1,95,99,3293,194,230,3,4.4
9759,within an hour,f,41.0,t,t,t,1,71,4.0,4.5,0.39,Toscana,0,8,1,1,1,100,98,3137,177,227,2,4.75
7357,within a day,f,151.0,t,t,t,30,365,5.0,5.0,0.04,Toscana,0,3,1,0,1,88,46,3635,1312,1765,2,5.0
9160,within an hour,t,20.0,t,t,t,9,130,4.69,4.81,2.07,Toscana,0,5,1,1,1,100,96,1955,106,1060,4,4.8
10908,within an hour,f,1.0,t,f,t,23,263,5.0,4.92,0.37,Toscana,0,2,1,0,1,100,100,1068,123,1054,1,4.92
9445,within an hour,t,3.0,t,t,t,0,192,4.95,4.92,3.73,Toscana,0,6,1,1,1,100,99,3106,108,1435,1,4.945
5874,within an hour,t,14.0,t,t,t,11,69,4.84,4.74,4.17,Toscana,0,8,1,1,1,100,100,3908,88,2775,1,4.880000000000001
9957,within a day,f,12.0,t,t,t,0,0,4.7,4.61,2.61,Toscana,0,11,1,1,1,100,71,3413,122,1317,2,4.835
6451,within an hour,f,1.0,t,t,t,6,321,4.73,4.73,3.44,Toscana,0,7,1,1,1,100,100,2837,117,2402,2,4.880000000000001
4985,within an hour,f,16.0,t,t,t,2,324,5.0,4.94,0.17,Toscana,0,7,1,1,1,100,93,3653,101,3086,3,4.970000000000001
6675,within an hour,f,1.0,t,t,t,0,0,4.87,4.93,0.39,Toscana,0,5,1,1,1,100,100,2900,2009,2412,1,4.97
6667,within an hour,f,1.0,t,t,t,0,8,4.75,4.77,1.91,Toscana,0,6,1,1,1,100,100,3168,851,2405,3,4.775
10536,within an hour,f,2.0,t,t,t,7,294,4.95,4.97,1.82,Toscana,0,6,1,1,1,90,82,1700,92,1160,2,4.945
6597,within an hour,f,2.0,t,t,t,0,16,4.75,4.78,5.24,Toscana,0,6,1,1,1,100,100,2683,556,2438,2,4.845
10134,within an hour,t,6.0,t,t,t,8,92,5.0,4.89,0.25,Toscana,0,8,1,1,1,100,97,3471,189,1155,3,5.0
10061,within an hour,f,8.0,t,t,t,19,19,4.79,4.71,0.9,Toscana,0,6,1,1,1,100,99,3401,167,1207,1,4.85
4986,within an hour,t,6.0,t,t,t,22,357,4.96,4.85,0.66,Toscana,0,8,1,1,1,100,100,3662,877,3593,3,4.93
10358,within an hour,f,6.0,t,t,t,17,327,4.33,5.0,0.08,Toscana,0,8,1,1,1,100,100,1450,925,1198,1,5.0
9001,within an hour,f,47.0,t,t,t,0,0,4.79,4.61,0.67,Toscana,0,5,1,1,1,100,100,3259,454,1554,2,4.775
11017,within an hour,t,4.0,t,t,t,0,0,4.64,4.73,0.35,Toscana,0,8,1,1,1,70,91,1864,792,1016,4,4.68
8748,within an hour,f,1.0,t,t,t,25,350,4.85,4.9,0.99,Toscana,0,8,1,1,1,100,83,2889,130,1649,2,4.83
9664,within a few hours,t,3.0,t,t,t,0,72,4.8,4.8,0.12,Toscana,0,5,1,1,1,100,0,1467,992,1279,3,4.8
9722,within an hour,f,1.0,t,f,t,0,0,4.33,4.67,0.07,Toscana,0,2,1,0,1,100,100,3181,977,1355,2,4.835
8864,within an hour,t,1.0,t,t,t,30,180,4.86,4.86,0.63,Toscana,0,4,1,0,1,100,100,2446,102,1402,1,4.96
5210,within a few hours,t,1.0,t,t,t,0,262,4.82,4.82,0.46,Toscana,0,6,1,1,1,100,100,3306,153,3237,4,4.9350000000000005
9665,within an hour,t,2.0,t,t,t,30,364,4.85,4.82,1.82,Toscana,0,5,1,1,1,100,97,1405,97,1247,2,4.805
7359,within an hour,f,3.0,t,f,t,17,324,5.0,5.0,0.06,Toscana,0,3,1,0,1,100,0,2149,1056,2111,2,5.0
8263,within a day,f,5.0,t,t,t,13,163,4.0,5.0,0.07,Toscana,0,7,1,1,1,100,86,3930,1311,1722,1,4.0
11202,within an hour,f,9.0,t,t,t,22,138,5.0,5.0,0.04,Toscana,0,2,1,0,1,100,100,1080,885,885,3,5.0
13017,within an hour,t,27.0,t,t,t,8,8,5.0,5.0,2.73,Toscana,0,6,1,1,1,100,100,2174,90,174,1,5.0
9656,within a day,f,3.0,t,t,t,0,165,4.95,4.92,2.11,Toscana,0,7,1,1,1,100,67,1410,790,1396,2,4.94
12101,within an hour,f,1.0,t,t,t,2,2,4.7,5.0,0.59,Toscana,0,6,1,1,1,100,100,2514,485,582,2,4.95
13190,within an hour,f,1.0,t,t,t,21,356,4.82,4.76,9.81,Toscana,0,2,1,0,1,100,100,225,81,127,1,4.82
5991,within an hour,f,13.0,t,t,t,15,269,4.8,4.81,2.46,Toscana,0,8,1,1,1,95,100,3202,103,2684,3,4.91
12708,within an hour,t,59.0,t,t,t,0,0,5.0,5.0,0.16,Toscana,0,4,1,1,1,100,99,3691,262,262,2,5.0
5076,within an hour,f,7.0,t,t,t,0,0,4.61,4.54,3.44,Toscana,0,9,1,1,1,100,0,3517,736,3160,2,4.765000000000001
6448,within an hour,f,1.0,t,f,t,0,0,4.67,4.83,0.09,Toscana,0,3,1,0,1,100,100,2728,1712,2451,3,5.0
6487,within an hour,t,6.0,t,t,t,2,182,4.96,4.96,1.73,Toscana,0,6,1,1,1,100,100,3224,77,2276,4,4.995
7975,within an hour,t,1.0,t,f,t,0,334,4.88,4.94,0.8,Toscana,0,3,1,0,1,100,100,1931,884,1885,2,4.96
6983,within a few hours,f,6.0,t,t,t,0,169,4.79,4.67,0.36,Toscana,0,10,1,1,1,100,35,2769,777,2257,6,4.98
13187,within an hour,f,0.0,t,t,t,22,294,5.0,5.0,1.91,Toscana,0,2,1,0,1,100,100,134,101,122,1,5.0
8398,within an hour,t,3.0,t,t,t,7,208,4.89,4.82,2.02,Toscana,0,8,1,1,1,100,100,3506,184,1695,2,4.9399999999999995
12577,within an hour,t,9.0,t,t,t,26,360,5.0,5.0,0.36,Toscana,0,5,1,1,1,100,99,3686,139,244,2,5.0
13074,within an hour,t,23.0,t,t,t,15,332,4.6,4.85,6.67,Toscana,0,6,1,1,1,99,100,2765,86,165,2,4.8
12273,within an hour,f,2.0,t,t,t,0,230,5.0,5.0,0.19,Toscana,0,8,1,1,1,100,100,3649,530,545,1,5.0
8818,within an hour,f,2.0,t,t,t,0,0,5.0,5.0,0.02,Toscana,0,6,1,1,1,100,100,2182,1654,1654,1,4.96
9482,within an hour,t,2.0,t,t,t,15,334,5.0,4.92,0.57,Toscana,0,5,1,1,1,100,95,1697,95,1388,2,5.0
11528,within an hour,f,24.0,t,t,t,0,0,4.89,4.67,0.32,Toscana,0,7,1,1,1,100,100,2452,851,917,2,5.0
10672,within an hour,t,7.0,t,t,t,0,198,5.0,4.96,0.83,Toscana,0,6,1,1,1,100,100,3121,722,1092,180,5.0
11868,within an hour,f,6.0,t,t,t,16,351,5.0,5.0,0.13,Toscana,0,6,1,0,1,100,100,2048,745,791,2,5.0
83666,within a few hours,f,2.0,t,t,t,22,228,4.88,4.88,0.15,Trentino,0,7,1,1,1,100,39,1974,86,1692,3,4.9399999999999995
84646,within a day,f,6.0,t,t,t,28,363,4.88,4.89,0.03,Trentino,0,3,1,0,1,90,25,2165,1235,1235,7,4.96
84032,within an hour,t,4.0,t,t,t,27,213,5.0,4.67,0.23,Trentino,0,6,1,1,1,100,86,1804,122,1612,4,5.0
83447,within an hour,f,4.0,t,t,t,0,233,4.88,5.0,0.15,Trentino,0,9,1,1,1,100,75,1989,205,1661,2,5.0
85715,within an hour,f,507.0,t,t,t,23,351,5.0,5.0,0.05,Trentino,0,7,1,1,1,99,100,1315,627,627,1,5.0
83900,within an hour,t,1.0,t,t,t,8,135,5.0,5.0,0.43,Trentino,0,7,0,1,1,100,100,2389,84,1599,6,4.975
82665,within an hour,f,1.0,t,t,t,24,328,4.85,4.84,0.7,Trentino,0,7,1,1,1,100,60,2985,222,2426,2,4.91
86909,within an hour,f,0.0,t,t,t,23,358,5.0,5.0,1.44,Trentino,0,1,0,0,1,100,100,194,103,187,3,5.0
