,Unnamed: 0,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,minimum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,place,south
84002,2019,146108765,2017-08-15,IT,within an hour,100%,100%,t,3.0,"['email', 'phone', 'reviews']",t,f,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,2,59,7,0,2017-08-20,2021-08-29,4.83,4.92,5.0,5.0,4.95,4.75,4.81,1.11,Trentino,0
86531,5302,161550596,2017-12-06,Italy,within an hour,99%,99%,f,137.0,"['email', 'phone', 'manual_online', 'manual_offline', 'identity_manual']",t,t,72,72,0,0,1,3.0,10.0,3.0,3.8,28,28.0,23.1,t,14,28,44,189,1,1,0,2021-09-18,2021-09-18,4.0,5.0,4.0,5.0,4.0,5.0,5.0,0.29,Trentino,0
111217,21629,207239939,2018-08-04,"Ostia, Lazio, Italy",within an hour,100%,93%,t,3.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,5,5,0,0,2,2.0,2.0,30.0,2.0,30,30.0,30.0,t,5,5,5,5,6,6,1,2021-04-25,2021-12-01,5.0,5.0,4.83,5.0,5.0,4.83,5.0,0.79,Rome,0
57339,42439,403613821,2021-05-26,"Aci Castello, Sicily, Italy",within an hour,100%,91%,f,0.0,"['email', 'phone']",t,t,1,1,0,0,2,2.0,2.0,27.0,2.0,27,27.0,27.0,t,23,53,83,358,1,1,0,2021-06-29,2021-06-29,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.16,Sicily,0
850,951,195626251,2018-06-14,IT,within an hour,100%,100%,t,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,1,1,0,0,1,1.0,3.0,1.0,1.2,29,29.0,25.0,t,25,55,81,339,21,11,1,2018-08-01,2021-12-19,4.62,4.57,4.95,5.0,4.9,4.67,4.57,0.5,Bergamo,0
49705,29353,149645289,2017-09-08,"Castellammare del Golfo, Sicily, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,2,0,2,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,30,60,90,365,4,3,0,2019-08-30,2021-08-24,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0.14,Sicily,0
46017,24000,190984648,2018-05-22,"Acireale, Sicily, Italy",within an hour,100%,100%,t,6.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,6,1,5,0,2,2.0,2.0,25.0,2.0,25,25.0,25.0,t,29,59,89,89,9,2,0,2018-09-07,2021-07-31,4.78,4.78,4.89,4.89,4.89,5.0,4.67,0.22,Sicily,0
22603,11317,16415078,2014-06-05,"Milan, Lombardy, Italy",within a few hours,100%,73%,f,11.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",t,t,3,3,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,0,18,0,0,2019-09-14,2020-02-29,4.78,4.72,4.94,4.72,5.0,5.0,4.61,0.66,Milan,0
37039,12807,60807359,2016-02-28,"Sortino, Sicilia, Italy",within an hour,100%,100%,t,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,2,0,0,1,1.0,1.0,30.0,1.0,30,30.0,30.0,t,30,60,90,365,13,1,0,2017-04-11,2021-11-08,4.92,5.0,5.0,5.0,4.77,4.77,4.85,0.23,Sicily,0
43481,20814,187064897,2018-04-30,Italy,a few days or more,0%,100%,f,5.0,"['email', 'phone']",t,f,5,1,4,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,273,4,0,0,2018-09-28,2019-09-02,4.5,4.75,4.75,5.0,5.0,4.5,4.5,0.1,Sicily,0
98030,5220,24439625,2014-12-03,"Rome, Lazio, Italy",within a few hours,100%,100%,f,4.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,4,2,2,0,3,3.0,3.0,1125.0,3.0,31,1125.0,1125.0,t,18,48,70,70,26,0,0,2016-02-27,2019-05-09,4.85,4.92,5.0,5.0,4.96,4.96,4.88,0.37,Rome,0
63447,4676,55370862,2016-01-20,"Zürich, Zurich, Switzerland",within a day,100%,100%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,7,7.0,7.0,1125.0,7.0,1125,1125.0,1125.0,t,27,57,87,301,2,0,0,2018-08-06,2018-08-12,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.05,Puglia,0
14503,1397,22854083,2014-10-22,"Milan, Lombardy, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone', 'reviews']",t,f,1,1,0,0,2,2.0,2.0,60.0,2.0,60,60.0,60.0,t,27,57,87,359,32,0,0,2015-02-15,2018-04-02,4.69,4.81,4.94,4.94,4.88,4.32,4.58,0.38,Milan,0
57124,42051,163663206,2017-12-22,"Cabiate, Lombardy, Italy",within an hour,100%,100%,f,243.0,"['email', 'phone', 'reviews']",t,t,115,105,10,0,2,2.0,5.0,1125.0,4.1,1125,1125.0,1125.0,t,28,58,88,140,10,10,1,2021-08-01,2021-12-07,4.7,4.7,4.8,4.9,5.0,5.0,4.8,1.99,Sicily,0
69784,12524,76948063,2016-06-10,"London, England, United Kingdom",within an hour,100%,100%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,2,2.0,2.0,30.0,2.0,30,30.0,30.0,t,30,60,89,179,4,0,0,2019-07-30,2019-08-25,4.75,4.75,4.75,5.0,5.0,4.5,4.75,0.14,Puglia,0
97955,5137,12830532,2014-03-05,"Rome, Lazio, Italy",within a few hours,100%,71%,f,0.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,3,2.0,3.0,28.0,2.9,28,28.0,28.0,t,20,50,72,72,2,2,0,2021-10-16,2021-10-22,4.5,5.0,4.5,5.0,5.0,5.0,4.5,1.09,Rome,0
52511,33554,13036400,2014-03-11,"Palermo, Sicily, Italy",within an hour,98%,97%,f,747.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,235,224,11,0,1,2.0,5.0,1125.0,2.6,1125,1125.0,1125.0,t,30,60,90,365,3,3,0,2021-08-13,2021-11-05,3.67,3.33,3.67,3.67,3.0,4.33,3.0,0.64,Sicily,0
55926,39631,2765446,2012-06-27,"Avola, Sicily, Italy",within an hour,90%,98%,f,135.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,111,105,6,0,1,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,21,51,81,356,1,1,0,2021-08-13,2021-08-13,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.22,Sicily,0
25734,15859,18467359,2014-07-20,"Milan, Lombardy, Italy",within a few hours,100%,60%,f,0.0,"['email', 'phone', 'reviews']",t,t,1,0,1,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,13,43,318,1,1,0,2021-09-01,2021-09-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.28,Milan,0
9032,4534,103332496,2016-11-11,"Settignano, Tuscany, Italy",within a few hours,100%,53%,f,9.0,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,4,4,0,0,2,2.0,2.0,365.0,2.0,365,365.0,365.0,t,0,16,25,102,6,2,0,2019-06-30,2021-10-03,5.0,4.83,4.83,5.0,5.0,5.0,5.0,0.2,Toscana,0
105531,13756,218611520,2018-10-03,"Rome, Lazio, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,29,1125.0,1125.0,t,7,32,54,257,13,2,0,2018-10-11,2021-10-31,5.0,4.92,4.92,5.0,5.0,4.92,4.92,0.34,Rome,0
71395,14553,29819665,2015-03-22,"Serre, Campania, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,4,4.0,4.0,1125.0,4.0,28,1125.0,1125.0,t,0,0,0,0,17,6,0,2018-08-13,2021-08-24,4.88,5.0,5.0,5.0,5.0,4.76,4.88,0.41,Puglia,0
93389,62,276894,2010-11-02,"Rome, Lazio, Italy",within an hour,100%,100%,t,12.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,10,8,2,0,1,1.0,1.0,180.0,1.0,180,180.0,180.0,t,0,6,36,311,10,0,0,2011-04-25,2015-06-08,4.9,5.0,5.0,5.0,5.0,4.89,4.9,0.08,Rome,0
28647,2818,15570591,2014-05-15,"Catania, Sicily, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,2,2,0,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,29,59,89,364,4,1,0,2014-07-20,2021-08-03,5.0,5.0,5.0,5.0,5.0,4.5,4.75,0.04,Sicily,0
85178,3375,251805931,2019-03-28,"Sant'Antonio di Mavignola, Trentino-Alto Adige, Italy",within a day,50%,0%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,0,0,14,14,1,0,0,2019-08-11,2019-08-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,Trentino,0
45879,23828,210285870,2018-08-18,"Sicily, Italy",within an hour,100%,67%,f,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,0,1,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,1,1,1,159,1,1,0,2021-09-29,2021-09-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.32,Sicily,0
27310,1274,6927011,2013-06-15,"San Gregorio di Catania, Sicily, Italy",within an hour,100%,100%,f,4.0,"['email', 'phone', 'reviews']",t,t,4,4,0,0,3,3.0,3.0,31.0,3.0,720,720.0,710.6,t,27,57,87,362,3,0,0,2014-08-09,2015-08-25,4.67,4.67,5.0,5.0,5.0,5.0,5.0,0.03,Sicily,0
17172,4589,2579146,2012-06-08,"Milan, Lombardy, Italy",within a few hours,100%,93%,f,5.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",t,t,4,4,0,0,30,30.0,30.0,1000.0,30.0,1000,1000.0,1000.0,t,0,0,0,0,13,0,0,2016-10-17,2019-09-10,4.92,5.0,5.0,5.0,4.92,4.92,4.77,0.21,Milan,0
113838,979,75737043,2016-06-04,"Lazio, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,25,1125.0,1125.0,t,0,0,0,0,2,0,0,2018-05-01,2019-05-07,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.05,Naples,0
35116,10464,77103769,2016-06-11,"Trappitello, Sicilia, Italy",within a few hours,100%,100%,t,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,28,58,88,268,52,3,0,2016-08-01,2021-10-26,4.88,4.94,4.96,4.94,4.94,4.96,4.88,0.79,Sicily,0
4416,2897,35458683,2015-06-10,Italia,within an hour,100%,100%,f,7.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,3,3,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,23,53,83,83,10,10,1,2021-05-23,2021-11-21,5.0,4.9,5.0,5.0,5.0,4.5,4.9,1.44,Bologna,0
4755,3320,12899123,2014-03-07,"Bologna, Emilia-Romagna, Italy",within an hour,100%,80%,f,6.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,7,2,5,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,138,1,1,0,2021-10-31,2021-10-31,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.63,Bologna,0
6938,2258,41985760,2015-08-20,"Florence, Tuscany, Italy",within an hour,97%,100%,f,40.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,34,6,28,0,2,2.0,3.0,999.0,2.0,1125,999.0,999.0,t,21,51,81,340,21,10,2,2016-02-27,2021-11-28,4.33,4.57,4.05,4.67,4.48,4.95,4.62,0.3,Toscana,0
32622,7470,43513030,2015-09-06,"Canicattini Bagni, Sicilia, Italy",within an hour,86%,100%,f,4.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,4,3,1,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,30,60,90,365,2,0,0,2016-08-18,2019-04-17,4.5,5.0,4.0,5.0,5.0,5.0,5.0,0.03,Sicily,0
16085,3237,18540961,2014-07-21,"Milan, Lombardy, Italy",within a few hours,100%,75%,t,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,2,0,2,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,259,14,3,1,2015-10-11,2021-12-05,4.86,4.93,4.86,4.79,4.93,4.43,4.79,0.19,Milan,0
67834,10028,88486952,2016-08-07,"Lecce, Apulia, Italy",within an hour,100%,93%,f,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,29,209,46,7,0,2017-07-16,2021-09-07,4.57,4.78,4.89,4.8,4.91,4.45,4.57,0.85,Puglia,0
15521,2564,33030243,2015-05-10,"Milan, Lombardy, Italy",within an hour,100%,82%,t,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,1,0,1,0,2,2.0,2.0,5.0,2.0,5,5.0,5.0,t,0,26,53,328,164,15,7,2015-10-02,2021-12-14,4.85,4.87,4.83,4.91,4.91,4.59,4.8,2.17,Milan,0
44107,21582,192654721,2018-05-31,IT,within a day,100%,91%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,29,59,89,364,7,3,0,2019-07-15,2021-08-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.23,Sicily,0
46711,24998,61237270,2016-03-02,"Zona Industriale Zappulla, Sicilia, Italy",within an hour,100%,100%,f,8.0,"['email', 'phone', 'reviews']",t,f,8,8,0,0,1,1.0,7.0,31.0,3.4,31,31.0,31.0,t,0,0,0,227,1,0,0,2019-09-19,2019-09-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,Sicily,0
33821,8921,6353687,2013-05-12,IT,within an hour,100%,93%,f,7.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,0,0,0,0,12,6,0,2016-04-09,2021-10-01,4.92,4.92,4.92,4.92,4.92,4.83,4.75,0.17,Sicily,0
68610,10995,17603839,2014-07-03,"Milan, Lombardy, Italy",within an hour,100%,60%,f,2.0,"['email', 'phone', 'reviews']",t,f,1,1,0,0,7,7.0,7.0,28.0,7.0,28,28.0,28.0,t,28,58,88,363,1,0,0,2019-07-27,2019-07-27,3.0,1.0,2.0,4.0,5.0,5.0,3.0,0.03,Puglia,0
37522,13385,117079180,2017-02-19,IT,within an hour,100%,100%,t,1.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,7,7.0,7.0,1125.0,7.0,1125,1125.0,1125.0,t,0,0,4,221,36,2,0,2017-05-01,2021-10-07,5.0,4.94,4.97,4.97,4.97,4.94,4.97,0.63,Sicily,0
91970,5355,189963665,2018-05-16,IT,within an hour,100%,100%,t,1.0,"['email', 'phone']",t,t,2,2,0,0,2,2.0,2.0,31.0,2.0,31,31.0,31.0,t,24,54,84,359,68,30,1,2019-10-21,2021-12-08,4.78,4.85,4.87,4.84,4.79,4.99,4.78,2.52,Venice,0
69071,11562,152620325,2017-09-29,"Manfredonia, Apulia, Italy",within an hour,100%,50%,f,2.0,"['email', 'phone']",t,f,2,2,0,0,7,7.0,7.0,1125.0,7.0,1125,1125.0,1125.0,t,29,59,89,364,2,0,0,2019-08-24,2020-08-20,4.5,5.0,4.5,5.0,5.0,5.0,5.0,0.07,Puglia,0
85862,4226,157600633,2017-11-06,"Fürth, Bavaria, Germany",within a few hours,100%,71%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,2,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,2,2,2,2,1,0,0,2020-03-01,2020-03-01,3.0,4.0,3.0,5.0,5.0,5.0,5.0,0.04,Trentino,0
44034,21492,192058649,2018-05-28,"Modica, Sicily, Italy",within an hour,100%,0%,f,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,2,2.0,2.0,30.0,2.0,30,30.0,30.0,t,28,58,88,179,9,0,0,2018-06-20,2019-08-23,4.25,4.38,4.5,4.75,4.75,3.25,4.0,0.21,Sicily,0
86387,5015,381432041,2020-12-24,"Trento, Trentino-South Tyrol, Italy",within an hour,90%,94%,t,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,0,1,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,6,36,66,338,21,21,1,2021-05-09,2021-12-04,4.9,4.95,4.9,5.0,5.0,4.9,4.81,2.66,Trentino,0
55240,38211,361289334,2020-08-09,"Caltagirone, Sicily, Italy",within a few hours,100%,86%,f,0.0,"['phone', 'jumio', 'offline_government_id', 'government_id']",t,t,1,0,1,0,3,3.0,3.0,60.0,3.0,60,60.0,60.0,t,0,0,28,275,7,6,0,2020-10-31,2021-10-03,4.71,4.57,4.43,4.71,5.0,4.71,4.0,0.49,Sicily,0
650,722,137358149,2017-06-27,"Villa d'Almè, Lombardy, Italy",within a few hours,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,2,0,0,4,4.0,4.0,1125.0,4.0,1125,1125.0,1125.0,t,19,49,79,276,13,0,0,2017-09-24,2020-05-24,4.85,4.77,4.62,5.0,4.92,4.54,4.77,0.25,Bergamo,0
62655,3717,38666165,2015-07-16,"Gallipoli, Apulia, Italy",within an hour,100%,71%,f,3.0,"['email', 'phone']",t,f,2,1,1,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,29,59,89,364,2,2,0,2021-08-05,2021-08-15,5.0,4.0,3.5,5.0,5.0,4.5,4.5,0.41,Puglia,0
98977,6292,276063,2010-11-01,"Rome, Lazio, Italy",within an hour,100%,90%,t,43.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,21,21,0,0,5,5.0,5.0,1125.0,5.0,1125,1125.0,1125.0,t,23,53,83,83,11,1,0,2018-04-21,2021-10-16,4.73,4.73,4.36,4.82,4.82,5.0,4.55,0.25,Rome,0
30159,4581,24948642,2014-12-17,"Palermo, Sicilia, Italy",within a day,50%,0%,f,2.0,"['email', 'phone', 'reviews']",t,f,1,1,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,29,59,89,364,2,0,0,2015-08-07,2015-08-20,4.5,4.0,5.0,5.0,4.5,5.0,4.5,0.03,Sicily,0
75218,19966,186627536,2018-04-27,"Großostheim, Bavaria, Germany",within an hour,100%,50%,f,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,30,60,90,365,2,1,0,2019-09-16,2021-07-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,Puglia,0
79429,27208,255724301,2019-04-14,IT,within an hour,100%,94%,f,2.0,"['email', 'phone']",t,f,2,2,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,30,60,90,351,1,1,0,2021-08-08,2021-08-08,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.21,Puglia,0
21562,9851,32389261,2015-05-02,"Milan, Lombardy, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,27,57,87,87,1,0,0,2019-04-13,2019-04-13,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.03,Milan,0
96713,3713,23248799,2014-11-02,"Rome, Lazio, Italy",within an hour,100%,100%,t,1.0,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,4,19,29,78,157,36,3,2018-12-27,2021-11-27,4.85,4.93,4.84,4.93,4.96,4.96,4.83,4.37,Rome,0
104833,12941,200128263,2018-07-05,IT,within a day,67%,100%,f,5.0,"['email', 'phone']",t,f,5,4,0,0,2,2.0,3.0,999.0,2.9,1125,999.0,999.0,t,20,50,80,355,1,0,0,2018-08-09,2018-08-09,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.02,Rome,0
81732,31608,413632037,2021-07-18,IT,within a few hours,100%,100%,f,0.0,"['email', 'phone']",t,f,2,2,0,0,1,1.0,1.0,365.0,1.0,365,365.0,365.0,t,26,56,86,358,3,3,0,2021-08-01,2021-09-12,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0.59,Puglia,0
52565,33660,283170976,2019-08-06,IT,within an hour,100%,84%,f,5.0,"['email', 'phone']",t,f,8,1,7,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,30,60,90,365,1,1,0,2021-08-11,2021-08-11,4.0,4.0,5.0,5.0,5.0,4.0,4.0,0.21,Sicily,0
89600,2747,23993803,2014-11-21,Italy,within an hour,100%,100%,t,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,29,59,89,89,182,0,0,2017-06-12,2020-02-18,4.82,4.88,4.74,4.92,4.97,4.7,4.81,3.27,Venice,0
93492,173,724158,2011-06-20,"Milan, Lombardy, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,2,2.0,2.0,365.0,2.0,365,365.0,365.0,t,5,5,5,179,42,0,0,2012-09-21,2019-05-09,4.68,4.68,4.8,4.78,4.8,4.8,4.54,0.37,Rome,0
117008,4834,128841116,2017-05-04,IT,within an hour,99%,100%,f,38.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,22,17,5,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,27,57,85,263,2,2,0,2021-10-19,2021-10-27,4.5,4.5,4.5,4.5,4.5,5.0,4.5,1.03,Naples,0
6162,1410,5572398,2013-03-22,"Florence, Tuscany, Italy",within an hour,100%,100%,t,14.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,14,14,0,0,2,2.0,2.0,28.0,2.0,28,28.0,28.0,t,9,9,9,101,20,0,0,2015-04-10,2018-11-06,4.75,4.85,4.75,4.8,4.75,5.0,4.7,0.25,Toscana,0
107266,15761,249277609,2019-03-16,"Rome, Lazio, Italy",within an hour,100%,100%,t,6.0,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,2,0,2,0,1,1.0,1.0,1125.0,1.0,28,1125.0,1125.0,t,0,0,0,0,2,0,0,2019-05-29,2019-09-06,4.5,5.0,5.0,5.0,5.0,5.0,5.0,0.06,Rome,0
29385,3670,7444059,2013-07-12,"Costabissara, Veneto, Italy",within a day,100%,100%,f,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,1,1,0,2,2.0,2.0,15.0,2.0,15,15.0,15.0,t,29,59,89,89,15,0,0,2014-09-14,2019-09-03,4.67,4.73,4.53,4.87,4.93,4.87,4.6,0.17,Sicily,0
710,788,159971482,2017-11-24,Italy,within an hour,100%,97%,f,192.0,"['email', 'phone', 'identity_manual']",t,t,1,1,0,0,28,2.0,7.0,2.0,3.3,28,63.0,34.6,t,27,57,87,327,3,2,0,2020-01-07,2021-11-12,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.12,Bergamo,0
117438,5536,269707464,2019-06-19,"Naples, Campania, Italy",within an hour,100%,92%,f,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,15,38,57,125,33,20,3,2020-07-21,2021-12-08,4.94,4.94,4.94,5.0,4.97,5.0,4.85,1.93,Naples,0
1575,1867,88102513,2016-08-05,"Curno, Lombardy, Italy",within an hour,100%,98%,f,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,2,0,0,1,1.0,1.0,1125.0,1.0,60,1125.0,1125.0,t,17,47,76,256,37,37,4,2021-08-08,2021-12-17,4.08,4.35,3.95,4.81,4.62,4.22,4.24,7.66,Bergamo,0
99717,7117,19993934,2014-08-14,"Rome, Lazio, Italy",within an hour,100%,91%,t,7.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,5,5,0,0,5,5.0,5.0,1125.0,5.0,90,1125.0,1125.0,t,0,0,0,0,36,0,0,2016-10-20,2020-02-17,5.0,5.0,5.0,4.97,5.0,4.92,5.0,0.58,Rome,0
114080,1254,46916115,2015-10-19,"Naples, Campania, Italy",within an hour,85%,100%,f,5.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,4,1,3,0,1,1.0,1.0,30.0,1.0,30,30.0,30.0,t,0,0,0,0,110,0,0,2017-01-05,2020-03-14,4.75,4.85,4.64,4.82,4.87,4.55,4.76,1.83,Naples,0
19830,7706,34927372,2015-06-03,"Milan, Lombardy, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,1,1,0,0,60,60.0,60.0,60.0,60.0,60,60.0,60.0,t,0,0,0,0,1,0,0,2018-05-13,2018-05-13,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.02,Milan,0
